product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
1209,781,Sữa rửa mặt cân bằng da hoàn hảo Paula's Choice Resist Perfectly Balanced Foaming Cleanser 190ml mã: 7830,"ceramide, acid, aloe leaf extract, anus sed oil","làm sạch sâu trong lỗ chân lông, cân bằng độ ẩm da, giảm nếp nhăn, nuôi dưỡng và tạo ẩm cho colagen, giữ nước tốt, dưỡng ẩm, làm mịn da, tạo sáng da",làn da thường đến dầu hoặc da hỗn hợp,190 ml,chai nhựa cứng,paula s choice,3 năm kể từ ngày sản xuất,sản xuất tại mỹ
1210,782,Huxley- Sữa rửa mặt vòi Huxley 200ml,"chiết xuất từ hạt xương rồng hữu cơ, nước khoáng","làm sạch da, tẩy trang, dịu da và làm mềm da","da nhạy cảm, da khô, da bị hư tổn hay da mụn",,ở dạng gel lỏng,huxley,,
1211,204,SỮA RỬA MẶT MEDIHEAL CLEANSING FOAM,"sodium ceramide 3, chiết xuất từ nấm và nước cây phỉ","cấp ẩm cho da, giúp da không bị căng khô rát sau khi rửa","da khô, da thường, hỗn hợp khô",,,mediheal,,
1212,179,Sữa rửa mặt Acne _ Aid (chai 100ml),,làm sạch da mặt nhẹ nhàng loại bỏ dầu thừa từ da dễ bị mụn trứng cá của bạn mà không gây ra tình trạng khô da,,10 ml,,acne,,thailand
1213,493,[The Face Shop] Sữa Rửa Mặt Gạo Rice Water Bright Foaming Cleanser (150ml),chiết xuất gạo,làm sạch và hỗ trợ dưỡng trắng da,,,kết cấu dạng kem mịn dễ tạo bọt,the face shop,,
1214,347,Sữa Rửa Mặt Simple Water Boost Micellar Facial Gel Wash dành cho da khô nhạy cảm 150ml,"vitamin e, glycerin, citric acid","làm sạch da nhẹ nhàng, giữ ẩm cần thiết cho da, giảm nguy cơ mụn trứng cá và mụn đầu đen","da khô và da nhạy cảm, đặc biệt là da thiếu nước thiếu ẩm",150 ml,"cấp ẩm tức thời một cách tự nhiên, loại bỏ bụi bẩn sâu lỗ chân lông, không chứa các chất tẩy rửa mạnh, an toàn cho những làn da nhạy cảm nhất",simple,36 tháng,anh
1215,216,Gel Rửa Mặt Dành Cho Da Dầu SVR Sebiaclear Gel Moussant 200ml,hoạt chất và mat sr,"dành riêng cho da dầu, da nhạy cảm để làm sạch bụi bẩn một cách dịu nhẹ nhất không gây tổn hại cho da, giúp loại bỏ bụi bẩn và lớp sừng già trên da, làm thông thoáng lỗ chân lông, nuôi dưỡng làn da từ bên trong, ngăn chặn cảm giác da bị căng","dành riêng cho da dầu, da nhạy cảm",20 ml,"dạng gel, chuyển sang dạng bọt mịn như kem",svr,3 năm,pháp
1216,783,"Sữa rửa mặt và toàn thân Aquaphil (Dược Hậu Giang - DHG Pharma) 125ml - An toàn cho da nhạy cảm, tắm bé, phụ nữ sau sinh","nước tinh khiết, cetyl alcohol, glycol, sodium lauryl sulfate, stearyl alcohol, sodium laureth sulfate","chăm sóc da mụn bằng cách làm dịu những vùng da bị tổn thương do mụn, tiêu diệt các vi khuẩn gây mụn, giúp nuôi dưỡng và phục hồi tế bào da hư tổn.",da nhạy cảm,125 ml,dạng gel không tạo bọt,aquaphil,,công ty cổ phần dược hậu giang scb
1217,543,Sữa rửa mặt tạo bọt Mamonde Triple Multi Cleansing Foam/Tissue/Cream - 3 trong 1 đa năng,chiết xuất hoa iris,"loại bỏ lớp trang điểm, kem chống nắng và tế bào chết trên da, làm sạch nhanh chóng và đơn giản",da dầu và da hỗn hợp,175 ml,chai nhựa,mamonde,đến năm 2024 trở lên,hàn quốc
1218,555,Sữa Rửa Mặt CNP Laboratory Perfect Barrier Cera Cleaser foam 60ml,các thành phần ceramide tạo hàng rào bảo vệ da bằng các bong bóng có tính axit yếu,"làm sạch hoàn hảo cặn bã và bụi bẩn trên trên da, giúp làm sạch bằng ph axit yếu lành tính",da dầu,60 ml,,cnp,,hàn quốc
1219,132,Sữa rửa mặt Pond’s 40g,"đất sét khoáng, than hoạt tính, hạt từ thiên nhiên","làm sạch sâu, loại bỏ tế bào chết, bụi bẩn, bã nhờn và tạp chất trên da, giúp làm sáng rạng rỡ","detoxda, duongda, duongam",,,ponds,2022,
1220,296,Sữa rửa mặt Olay Sáng Da Total Effects 7 in 1 Refreshing Citrus 150ml,,chống lão hóa nhẹ nhàng tẩy tế bào chết và chống lại 7 dấu hiệu lão hóa da làm sạch da kỹ lưỡng mà không làm khô da giảm thiểu sự xuất hiện của nếp nhăn làm mịn da tẩy da chết một cách nhẹ nhàng cân bằng màu sắc da giảm thiểu sự xuất hiện của lỗ chân lông thu nhỏ lỗ chân lông giúp da trắng sáng mịn màng dưỡng chất dưỡng ẩm để làm dịu và nuôi dưỡng làn da,,150 ml,,olay,,
1221,565,Sữa Rửa Mặt Nghệ Hưng Yên Cocoon Giúp Da Sạch Mịn Và Rạng Rỡ 140ml,"disodium cocoyl potasium laureth, sodium lactic acid 20, peg 120 methyl glucose, cetearyl alcohol, curcuma longa rot extract, glycolic acid, daucus carota sativa carot rot extract, betaine, cocoyl methyl, xanthan gum, glycine soja oil, sodium globulus leaf oil, potasium","giúp da sạch mịn và rạng rỡ, làm sạch hiệu quả mà không gây khô da, cải thiện bề mặt da, giữ độ ẩm tự nhiên của da, không gây khô da sau khi sử dụng",,140 ml,,cocon,3 năm,việt nam
1222,784,SỬA RỬA MẶT NGHỆ DƯỠNG ẨM & TRẮNG DA  RELOVE,chiết xuất nghệ,"làm sạch da mặt, giúp dưỡng ẩm cho làn da mềm mại tự nhiên và cho làn da tươi sáng hơn",mọi loại da,,,blossom,,
1223,329,Sữa Rửa Mặt Tạo Bọt Làm Sạch Dành Cho Da Dầu Nhạy Cảm La Roche-Posay Effaclar Purifying Foaming Gel 50ml-200ml-400ml,"zinc pca, nước khoáng","giảm nhờn, kiểm soát dầu, làm sạch da từ sâu, giữ độ ph cân bằng",dành cho da dầu và da mụn nhạy cảm,20 ml,dạng gel dễ tạo bọt,la roche posay,3 năm kể từ ngày sản xuất,pháp
1224,785,Sữa Rửa Mặt Simple Gel Kind To Skin Refreshing Facial Wash Gel 150Ml - HKT Shop,nước tinh lọc 3 lần và vitamin e pro b5,"làm sạch da nhẹ nhàng, không làm mất đi độ ẩm tự nhiên của da, trả lại làn da mềm mại tươi mát, phục hồi và nuôi dưỡng da","phù hợp với mọi loại da, kể cả da nhạy cảm",150 ml,"chất liệu vỏ chai là nhựa mềm, có nắp đậy chắc chắn",simple,05/2024,anh quốc
1225,786,Combo Simple Tẩy Trang 200ml + Sữa Rửa Mặt 150ml + Nước Hoa Hồng 200ml Chính Hãng,"nước tinh lọc, vitamin e pro b5","rửa sạch hoàn toàn lớp trang điểm bụi bẩn và những tạp chất khác, làm sạch sâu nhưng vẫn giữ được độ ẩm và cân bằng da, không gây kích ứng mụn và không làm bít lỗ chân lông, dùng được cho cả làn da nhạy cảm nhất",,"tẩy trang 20 ml, sữa rửa mặt 150 ml, nước hoa hồng 20 ml",,simple,36 tháng,anh
1226,316,Sữa Rửa Mặt Hada Labo Dưỡng Ẩm Premium Hydrating 100g,hệ 5 loại aha chiết xuất từ các loại trái cây giàu acid việt quất acid latic mía đường acid chanh và cam acid citric phong đường acid malic và acid hệ dưỡng ẩm sâu 6 loại ha gồm nano ha với phân tử cực nhỏ và ha lên men ha giúp duy trì độ ẩm dưỡng da ẩm mịn căng mượt amino acid và fruits enzyme giúp nhân đôi khả năng làm sạch,"làm sạch sâu, dưỡng ẩm, củng cố màng ẩm tự nhiên, thu nhỏ lỗ chân lông",,10 g,,hada labo,3 năm kể từ ngày sản xuất in trên bao bì,việt nam
1227,528,Gel rửa mặt cho da nhờn mụn Ducray Keracnyl Gel Innova Myrtacine 200ml,,"dùng để vệ sinh hàng ngày cho da nhờn và mụn mặt và toàn thân, loại bỏ các chất bẩn, giảm bã nhờn, rửa sạch mà không gây kích ứng cho da, giúp da không bị khô. gel rửa mặt tạo bọt không chứa xà phòng, sản phẩm làm sạch êm dịu không gây khô da, không kích ứng, tăng tiết bã nhờn. có thể dùng để rửa mặt và thân thể, thích hợp cho da nhờn và da mụn.",da nhờn và da mụn,20 ml,,ducray,,pháp
1228,216,Gel Rửa Mặt Acnes Kiểm Soát Chất Nhờn 100g,sodium zin pca,"giảm mụn, làm sạch da, kiểm soát chất nhờn, cân bằng độ ẩm","mọi loại da, đặc biệt là da dầu, da mụn",10 g,dạng gel,acnes,3 năm kể từ ngày sản xuất,việt nam
1229,246,Combo 2 Sữa Rửa Mặt Thefacaeshop Herbday365 Master Blen Foaming Cleanser Peach&Fig 170Mlx2,"phức hợp thảo mộc thiên nhiên, axitamin được chiết xuất từ đào và 9 loại thảo dược","làm sạch mạnh mẽ nhưng vô cùng an toàn và dịu nhẹ, giúp làm sạch bụi bẩn bã nhờn và làm sạch sâu lỗ chân lông, giữ bề mặt da luôn ẩm và mềm mại",dành cho da thường dễ bong,170 ml,"sữa rửa mặt có bao bì đơn giản, màu xanh trắng, dễ dàng sử dụng",herb day 365,3 năm,hàn quốc hoặc trung quốc tùy theo từng đợt nhập hàng
1230,787,Gel rửa mặt dịu nhẹ ngừa mụn chiết xuất Tràm Trà St.Ives 200ml,"aqua, amonium lauryl sulfate, betaine, sodium, peg-150, acid menthyl lactate, disodium edta, potasium stearic acid, yelow 6 ci 15985, tea tre leaf extract, blue 1 ci 42090","giảm mụn, loại bỏ bã nhờn làm sạch sâu từng lỗ chân lông, cấp ẩm không gây căng da","mọi loại da kể cả da đang gặp tình trạng mụn đỏ dị ứng, đặc biệt thích hợp cho da gặp tình trạng mụn thường xuyên nhạy cảm",20 ml,,st ives,3 năm kể từ ngày sản xuất,mỹ
1231,788,Sữa rửa mặt tạo bọt Cacbonat Bifesta,"co2, diglycol ethoxy, chiết xuất trà xanh, axit amin, acid giữ ẩm, chức axit lactic, colagen, thành phần diệt khuẩn, thành phần chống viêm","làm sạch hiệu quả, làm sáng da, làm mềm và thanh tẩy lớp tế bào sừng già, kiểm soát và chăm sóc da mụn","phù hợp với da dầu mụn, da thường, da khô",,"1 bọt dày đặc vòi tạo bọt được thiết kế để dễ dàng tạo ra lớp bọt khí dày đặc, lớp bọt mềm mại sẽ giảm áp lực của tay lên da mặt khi masge",bifesta,,
1232,390,Sữa rửa mặt rau củ sủi bọt thải độc cho da BYVIBES WONDER BATH - Hàn Quốc,chiết xuất hoàn toàn từ thiên nhiên,"làm sạch da, thải độc, tẩy tế bào chết, cấp ẩm cho da, làm mịn da và chống lão hóa",,30 ml,,wonder bath,2 năm,hàn quốc
1233,789,[CHÍNH HÃNG] Gel rửa mặt Compliment No Problem_ Giúp làn da khỏe manh_Chống các tác nhân gây mụn,"bha acid chiết xuất từ cây liễu, sodium lauroyl, chiết xuất tinh dầu tràm trà","loại bỏ tác nhân gây hại sâu bên trong lỗ chân ngừa mụn đầu đen và mụn trứng cá, bảo vệ lâu dài khỏi sự xuất hiện của các tác nhân gây hợp, cung cấp khả năng làm sạch sâu, thúc đẩy làm lành vết thương sưng mà không để lại sẹo, giảm thiểu tối đa kích ứng ma sát","phù hợp với các làn da nhờn mụn và da xỉn màu hoặc có vết thương hay mẩn đỏ, phù hợp với da nhạy cảm, da thường, da khô",20 ml,"texture dạng gel trắng, tạo rất ít bọt",no problem,3 năm,"nơi sản xuất: nga, nguồn gốc xuất xứ: nga"
1234,790,Sữa rửa mặt tự tạo bọt Cow Brand Mutenka Foaming Facial Wash mẫu mới 2022,"xà phòng chiết xuất từ dầu cọ và dầu hạt cải, axit amin thực vật, pca na sodium, sữa milk","làm sạch da mặt, giữ ẩm cho da, làm mềm và làm trắng da","mỏng manh, nhạy cảm",20 ml,dạng bọt,cow brand,,nhật bản
1235,791,Sữa rửa mặt Pon'd 50gr và 100gr,,giảm các vết thâm cho làn da trắng hồng rạng rỡ,,,,,,
1236,792,Sữa rửa mặt tràm trà Skin&Dr Tea tree ( Dành cho hỗn hợp hoặc da mụn),"thiên nhiên, tinh dầu tràm trà","giúp làm sạch sâu, tẩy tế bào chết, giúp lỗ chân lông thông thoáng, cân bằng độ ph, cấp ẩm cho da, làm da mịn màng tươi sáng",da mụn,,,,,
1237,793,[CÓ HÓA ĐƠN LOTTEDUTYFREE] Sữa rửa mặt Origins Checks and Balances™ Frothy face wash,sự pha trộn của 3 loại tinh dầu,"loại bỏ dầu thừa, duy trì độ ẩm cho vùng da khô","hỗn hợp, dầu, da khô",150ml,"chất kem xốp, tiết kiệm khi dùng",origins,,
1238,794,"SỮA RỬA MẶT MAROSA LACO FACE WASH-SẠCH NÁM,SẠM,TÀN NHANG,(ngừa mụn,kem dưỡng sáng trắng da)","chiết xuất hoa hồng, chiết xuất tràm trà, chiết xuất cúc la mã","làm sạch da, dưỡng ẩm, ngăn ngừa mụn, làm da mềm mịn",,,,marosa,,
1239,362,Sữa rửa mặt Cosrx Low pH Good Morning Gel Cleanser 150ml,"bha, chiết xuất tràm trà, tinh dầu tea tree","làm sạch da, tẩy nhẹ lớp tế bào chết, kiềm dầu và se khít lỗ chân lông, không gây châm chích hay căng da",mọi loại da,,kết cấu dạng gel tạo bọt nhẹ,cosrx,,
1240,212,Sữa rửa mặt Pond's 100g trắng hồng rạng rỡ/ đen sạch sâu/ xanh ngừa mụn 100g,b3,"làm sạch sâu, loại bỏ lớp da sậm màu, làm da trắng sáng, mịn màng và trắng hồng rạng rỡ",,10 g,,pond's,,
1241,795,Sữa rửa mặt Cetaphil Gentle Skin Cleanser,"công thức dịu nhẹ không xà phòng, chứa bột yến mạch đường vàng","làm sạch da một cách hoàn hảo, dịu nhẹ, tẩy tế bào chết, giữ ẩm và làm sáng da",phù hợp cho cả da nhạy cảm và da mụn,,,cetaphil,,canada
1242,384,BYVIBES WONDER BATH- Sữa Rửa Mặt P.H.5.5,98 thành phần từ thiên nhiên,"giúp làm sạch sâu, cung cấp độ ẩm và cân bằng dầu nhờn trên da, giúp da căng mướt tự nhiên, dưỡng da trắng hồng mịn màng tự nhiên và giúp khe khít lỗ chân lông, hỗ trợ làm giảm các loại mụn thâm nám tàn nhang, không làm bắt nắng và không bị lên mụn, ngăn ngừa lão hóa da xóa bỏ nếp nhăn và làm trẻ hóa làn da","phù hợp với mọi loại da, đặc biệt là da nhạy cảm",,,su a ru a ma t pha 5 5,,pháp
1243,796,Sữa rửa mặt siêu tạo bọt dạng vòi xịt 150ML CHO LÀN DA MỤN – DA DẦU - DA HỖN HỢP THIÊN DẦU WINKBEAUTY,"amino acid, glycerin","rửa sạch bã nhờn, tế bào chết và các lớp make up trên da, giữ nước, dưỡng ẩm, tái tạo da, giảm mẩn đỏ, giảm các giác khó chịu, hỗ trợ nuôi dưỡng và ngăn chặn sự xuất hiện của các nếp nhăn khi da mất nước, làm lành các tổn thương da khác nhau","dầu, mụn, hỗn hợp thiên dầu",,tuýp sữa rửa mặt,cycy,,
1244,797,sữa rửa mặt rau má Kone ( chính hãng 💯),chiết xuất từ rau má,làm sạch chất nhờn bụi bẩn trên da,,,,kone,,
1245,116,Sữa rửa mặt ý dĩ Hatomugi 130g - 170g,"hạt coix (hạt ý dĩ), yến mạch, đào ngọc trai, vitamin e, vitamin b1, vitamin b12, 8 loại axit amin thiết yếu","dưỡng da trắng sáng, chống lão hóa, làm săn chắc, thải độc tố, làm mềm mại và mịn màng da",,,,hatomugi foam,,naturie
1246,322,Sữa Tẩy Trang Rửa Mặt Cho Da Nhạy Cảm Physiodermie,,"tẩy trang và rửa mặt 2 trong 1, đặc biệt phù hợp cho da nhạy cảm và vùng da quanh mắt",phù hợp cho da nhạy cảm,,,cactus,,
1247,780,(SX Nhật Bản) Sữa rửa mặt tạo bọt Senka Perfect Whip Mới 120g,"bọt tơ tằm trắng mịn, aqua in pol độc quyền từ shiseido, phức hợp tinh chất tơ tằm thiên nhiên và gấp đôi acid","làm sạch hoàn hảo bụi bẩn và bã nhờn, giữ lại màn dưỡng ẩm tự nhiên của da, da sạch hoàn hảo nhưng vẫn ẩm mịn tự nhiên, giúp da ẩm mịn và mềm mượt",,,,senka,,
1248,798,Sữa Rửa Mặt Dịu Nhẹ Simple Kind To Skin Refreshing Facial Wash 150ml,"aqua, betaine, glycol, disodium edta, sodium chloride, sodium hydroxide, sodium ascorbyl phosphate, panthenol, sodium hydroxide, phenoxyethanol, sodium benzoate","dịu nhẹ, làm sạch da, loại bỏ lớp trang điểm, tạp chất và bụi bẩn còn sót lại trên da",phù hợp với mọi loại da kể cả da nhạy cảm,150 ml,chai nhựa tái chế màu xám,simple,2023,"uk, sản xuất tại ba lan (poland)"
1249,99,Sữa Rửa Mặt Pond's Sáng Da White Beauty,"công thức chứa vitamin b3, chiết xuất nụ tầm xuân","giúp sáng da, mờ vết thâm, trung hòa các gốc tự do, cấp ẩm cho da, làm mềm mịn cho làn da",,50 g,,pond's,3 năm kể từ nsx,thái lan
1250,799,Nhập MYPHH0608 Sữa Rửa mặt KBONE,"water, myristic acid, cetyl alcohol, parfum, acetate, azelaic acid, edta, vitamin b3, e","làm sạch bụi bẩn nằm sâu bên trong lỗ chân lông, ngăn ngừa mụn, ngừa lão hóa, giúp da trắng hồng tự nhiên, loại bỏ độc tố, cho làn da sáng mịn sạch bóng mềm mại",,,,,,
1251,76,(CHÍNH HÃNG)SỮA RỬA MẶT CHO DA DẦU MỤN - OSAINE LAMIGEL,tảo rong biển và acid lamigel,"giảm tiết bã nhờn và ngăn chặn vi khuẩn gây mụn, làm sạch các tạp chất của da",da dầu mụn,150 ml,,,,ý
1252,154,"Sữa Rửa Mặt Tạo Bọt LA ROCHE POSAY Effaclar Purifying Foaming cho da dầu, nhạy cảm 50ml","zinc pca, nước khoáng","giảm mụn, làm sạch da, kiểm soát dầu",da dầu và da mụn,50 ml,chai nhựa cầm tay dễ sử dụng,la roche posay,,pháp
1253,800,Sữa rửa mặt Balea - Nội đia Đức 150ml,vitamin và acid trái cây,"cung cấp dưỡng chất, làm sạch chất nhờn bụi bẩn, loại bỏ mụn, làm se khít lỗ chân lông",dễ bị mụn trứng cá,,,balea,,
1254,255,"Sữa Rửa Mặt Dạng Gel Matcha Tràm Trà Ngừa Mụn Dịu Nhẹ HAZELINE 100Gr, 50g",,"có khả năng kháng khuẩn và làm sạch sâu giúp ngừa mụn hiệu quả và kiểm soát dầu thừa, ngăn ngừa đốm nâu và vùng da sạm màu, cho da sáng mịn.",,10g,dạng gel,hazeline,,
1255,801,Sữa Rửa Mặt Dạng Gel Cosrx Low PH Good Morning Gel Cleanser 150ml,"tinh dầu lá tràm trà, bha, ferment, betaine, không chứa alcohol và dầu khoáng","giúp giảm dầu thu nhỏ lỗ chân lông, làm sạch trong lỗ chân lông, lấy đi lớp tế bào chết, làm sáng và dưỡng ẩm cho da, giảm lượng dầu nhờn trên da, làm mềm da",,150 ml,dạng gel,cosrx,,hàn quốc
1256,573,"Sữa rửa mặt Cerave Foaming Facial Cleanser cho da dầu & Da Khô, da mụn các size 87ml - 236ml - 355ml - 473ml","glycerin, ceramide","làm sạch da cực kỳ lý tưởng (độ ph 5.5), dịu nhẹ với cả những làn da được coi là nhạy cảm nhất, giữ ẩm da, làm chậm tiến trình lão hóa da, hỗ trợ giảm mụn nhiễm trùng da, khôi phục và làm mờ nếp nhăn, cải thiện làn da lão hóa, giảm các vấn đề tăng sắc tố da.","da dầu, da khô",,,cerave,,
1257,307,"[Date SALE] Gel rửa mặt Himalaya Lá Neem ngừa, giảm mụn/Chanh vàng dưỡng trắng da","nghệ tươi, chiết xuất lá nem, chanh vàng, vitamin c, mật ong thiên nhiên","làm sạch sâu, giảm mụn, ngừa khuẩn, cân bằng độ ẩm, thu nhỏ lỗ chân lông, trắng sáng da, nâng tone da, giúp da hồng hào","da dầu mụn, da nhạy cảm",150 ml,"dạng gel, không chứa xà phòng, cồn, sls, có hạt tẩy tế bào chết",himalaya,36 tháng kể từ ngày sản xuất,việt nam
1258,802,Sữa rửa mặt cho da dầu Aron Whitening Oil Control Facial Foam Thái Lan 210ml chiết xuất quả bơ và sữa gạo,chiết xuất từ thiên nhiên,"làm sạch và se khít lỗ chân lông, bảo vệ làn da, loại bỏ da chết và bụi bẩn, dưỡng trắng da, dưỡng ẩm, giảm tiết nhờn, ngăn ngừa mụn, để lại cảm giác da mềm mịn và tươi sáng tự nhiên",dành cho da dầu mụn,210 ml,tuýp dễ sử dụng và mang theo di phải di chuyển,aron,,thái lan
1259,803,[Giá Tốt] Tuýp Sữa Rửa Mặt VitaMin E Thái Lan,12 dưỡng chất thiết yếu cho da và vitamin e,làm sạch sâu,,,,thái lan,,
1260,429,Sữa rửa mặt Senka Nhật bản,"chiết xuất từ đất sét trắng, tơ tằm","làm sạch sâu, giảm nếp nhăn, chống lão hóa, làm sáng da",phù hợp với mọi loại da,120 gr,"3 loại: colagen, clay, tơ tằm",shiseido senka,,nhật bản
1261,154,Sữa Rửa Mặt St.Ives Dạng Gel - St.Ives Daily Facial Cleaner Gel 200ml,10 thành phần và công dụng blemish care tea tre tràm trà xóa mờ vết thâm sữa rửa mặt cây tràm trà kiểm soát mụn với thành phần axit và chiết xuất 10 cây trà tự nhiên,loại bỏ bụi bẩn dầu và tạp chất khỏi bề mặt da để chống lại mụn và ngăn ngừa mụn tái phát,,20 ml,,st ives,,usa
1262,804,Sữa rửa mặt dưỡng da 3W Clinic 100ml,colagen,"giúp da tái tạo liên tục, loại bỏ lớp da chết, làm chậm quá trình lão hóa da, se khít lỗ chân lông, ngăn ngừa mụn cám mụn đầu đen, bổ sung độ ẩm cần thiết', 'loại da': 'rất phù hợp cho da nhờn mụn và bị lão hóa",,10 ml,chai,3 w clinic,,hàn quốc
1263,110,Sữa rửa mặt tạo bọt tinh chất nghệ Neutrogena,"củ nghệ, glycerin","làm sạch dầu và bụi bẩn lớp makeup, dưỡng ẩm, giảm tiết bã nhờn, làm dịu các vùng da mụn tổn thương, làm mờ sẹo thâm","thích hợp cho da mụn, da hỗn hợp, da dầu",150 ml,mouse,calme curcuma,,nhà em sẵn nhiều nhé ak
1264,162,Sữa rửa mặt cerave cho da dầu và da khô 236ml bản Pháp,,"làm sạch da nhẹ nhàng, duy trì độ ẩm cho da, cân bằng ph, hỗ trợ trị mụn","dành cho da khô, da dầu, da mụn, da nhạy cảm, da hỗn hợp",khác nhau (không có thông tin cụ thể),,cerave,,pháp
1265,805,[ Hàng Mẫu Dùng Thử ]  SỮA RỬA MẶT NGĂN NGỪA MỤN ACNES 25G,kết hợp các vitamin cần thiết cho làn da như vitamin e c a b3 b5 b6,"sáng da mờ sẹo thâm, rửa trôi bụi bẩn ngừa khuẩn mụn, giúp da sáng khỏe mờ dần vết thâm sau mụn, da săn chắc mịn màng",,25 g,"tuýp nhỏ, tuýp vàng hoặc tuýp xanh",acnes,hsd 2025,công ty tnh việt nam
1266,355,Sữa rửa mặt dưỡng ẩm AR Vitamin E Moisturizing Facial Wash 190G,"water, stearic acid, myristic acid, lauric acid, potasium betaine, mica, glycol, persea oil, hordeum vulgare sed extract, barley protein, potasium wheat protein, colagen, potasium retinol, vitamin a, ascorbic acid, vitamin c acetate, vitamin e, vitamin b3, manitol, arginine hcl, sodium citrate, kojic acid cas, yeast extract, disodium edta, glucose oxidase, glucose, milk protein","làm sạch da, làm mịn da, giữ ẩm cho da, loại bỏ các tạp chất trên da, làm tắc nghẽn lỗ chân lông và dầu trên mặt, làm giảm nếp nhăn sâu, làm giảm đốm đen và da không đều màu","mọi loại da, ngay cả da nhạy cảm",190 g,,aron,,thái lan
1267,28,Sữa rửa mặt Aderma Gel Moussant Soothing Foaming gel 200ml,"dịch chiết yến mạch rhealba 5, glucosid dừa 4 7, glycerin 1, ph 6.5-5, chiết xuất từ yến mạch rhealba","làm dịu và làm mềm da, ngăn chặn tình trạng khô da, cảm giác dịu nhẹ cho làn da","nhạy cảm, kích ứng, nang lông chàm",,,,,tự nhiên
1268,806,Sữa Rửa Mặt Làm Sạch Da Cấp Ẩm July ( Chính Hãng 100% ),không chứa pareben,"lấy sạch đi bụi bẩn từ sâu bên trong lỗ chân lông, làm sạch dịu nhẹ trên da, ngăn ngừa mụn tức thời, nâng tone da mặt, giúp da trắng sáng tự nhiên, kháng khuẩn đặc biệt kiểm soát dầu nhờn trên da mặt cực tốt, cấp ẩm cho da không bào mòn gây khô da, phục hồi da và giúp da sáng mịn",mọi loại da,10 gram,,,3 - 6 tháng,
1269,807,Sữa rửa mặt Acnes  25g,kết hợp các vitamin cần thiết cho làn da như vitamin e c a b3 b5 b6,"sáng da mờ sẹo thâm nám, giúp da sáng khỏe mờ dần vết thâm sau mụn, ngừa khuẩn mụn trở lại",,khối lượng tịnh 25 g,,acnes,,sản xuất bởi công ty tnh việt nam
1270,606,(Mini size) Sữa rửa mặt Mamonde Triple Multi Cleansing Foam 100ml,chiết xuất từ hoa iris,"sữa rửa mặt 3 trong 1 với khả năng làm sạch sâu, tẩy tế bào chết và loại bỏ lớp kem chống nắng cứng đầu. chống oxy hóa cao, làm mềm da, dưỡng ẩm. hương thơm nhẹ nhàng đem lại cảm giác thư thái khi sử dụng.",,mini size 10ml, không có thông tin,mamonde,,
1271,657,Sửa Rửa Mặt Dành Cho Da Nhạy Cảm Eucerin PH5 Facial Cleanser Sensitive Skin,"hoạt chất sodium đặc biệt, citrate bufer","làm sạch sâu và dịu nhẹ cho làn da nhạy cảm, không gây khô da",phù hợp với mọi loại da kể cả da nhạy cảm và da bé từ 1 tháng tuổi,chai 40 ml,,eucerin,36 tháng kể từ ngày sản xuất,"sản phẩm của bdf ag hamburg, đức, nhập khẩu bởi công ty việt nam, phân phối bởi công ty dksh việt nam"
1272,808,SỮA RỬA MẶT KARMEL DA DẦU MỤN VÀ DA NHẠY CẢM,,"làm sạch bụi bẩn và sạch sâu dưới lỗ chân lôn, giúp phục hồi và đảm bảo độ ẩm tự nhiên của da, kiềm dầu và ngăn ngừa mụn, se khít lỗ chân lông",da dầu nhạy cảm,,,,,
1273,809,Sữa Rửa Mặt Clean & Clear 100g,"công thức acid đặc hiệu, công thức thảo dược độc đáo","thẩm thấu sâu vào tận bên trong lỗ chân lông tiêu diệt vi khuẩn gây mụn và rửa sạch bã nhờn dư thừa, giúp cải thiện da ửng đỏ và giảm bớt mụn cho da sáng sạch hơn rõ rệt, giúp đánh loại bỏ ngăn hình và kiểm soát mụn","dùng được cả cho làn da tuổi ten đang phát triển, thích hợp cho làn da tổn thương do mụn",,,,năm 2020,thái lan
1274,280,Sữa Rửa Mặt Hada labo Tạo Bọt,"chiết xuất từ hạt lúa mạch, ngọc trai, acid và hoạt chất làm dịu","làm sạch bụi bẩn, bã nhờn, cân bằng độ ẩm, dưỡng trắng tự nhiên, ngăn ngừa mụn, giảm sự kích ứng tấy đỏ do mụn","da dầu, da mụn",160 ml,dạng tạo bọt,hada labo,,nhật bản
1275,810,Sữa rửa mặt làm sạch sâu và kiểm soát dầu Dr. Sante Cucumber Balance Control 200ml,"0 dầu khoáng chất tạo màu đặc biệt, chiết xuất dưa chuột và trà xanh, alantoin","cung cấp sự chăm sóc cần thiết cho là da dễ bị dư thừa dầu nhờn, loại bỏ cẩn thận các tế bào sừng và bã nhờn dư thừa, ngăn ngừa tế bào chết bong tróc, làm tắc nghẽn lỗ chân lông và ngăn ngừa viêm mụn, dưỡng ẩm và làm đều màu, thu nhỏ lỗ chân lông, làm mềm và làm dịu da",dành cho da thường đến da dầu,,,dr sante cucumber balance control,24 tháng trước khi hết hạn sử dụng,sản xuất tại factory elfa 150 zhytomyr st 2 ucraina
