avg_star,num_sold_time,price,variation,product_id,shop_id,product_name,brand,storage,origin,type,skin_kind,is_5_star,is_4_star,is_3_star,is_2_star,is_1_star,is_commented,is_image,num_rating,processed_description,expiry,send_from,image_path
5.0,135,524250.0,one_variation,1561,952,Sữa rửa mặt Paula's Choice Skin Balancing Oil-Reducing Cleanser (237mL),Paula's Choice,6.0,Mỹ,khác,"Da hỗn hợp, Bình thường, Dầu",40,1,0,0,0,23,22,41,sữa rửa mặt_cân bằng độ_ẩm và giảm dầu paula s choice skin oil reducing cleanser mã sản_phẩm 150 xuất_xứ sản_xuất tại mỹ dung_tích 237 ml thông_tin sản_phẩm được tạo nên từ công_thức nhẹ_nhàng phiên_bản sư a rư a mă t da nh cho da dâ u skin cleanser giúp cân bă ng da hồi_phục màng ẩm hiệu_quả sữa rửa mặt là một trong những bước đầu_tiên và cơ_bản nhất trong quy_trình chăm_sóc da mặt có vai_trò làm sạch bụi bẩn và các chất cặn_bã tích_tụ trong lỗ chân_lông tuy_nhiên đối_với làn da bóng dầu điều đó là chưa đủ đòi_hỏi cần có sản_phẩm vừa giúp lấy đi tạo chất vừa hỗ_trợ kiểm_soát dầu_nhờn từ nhu_cầu đó nhãn hàng paula s choice đã tạo ra dòng sư a rư a mă t da nh cho da dâ u skin điểm khác_biệt của sản_phẩm skin cleanser là dòng sữa rửa mặt kiềm dầu nổi_bật của nhãn hàng paula s choice do_vậy trong công_thức của nó không chỉ có thành_phần làm sạch và cải_thiện tình_trạng tắc_nghẽn lỗ chân_lông mà_còn chứa nhiều hoa t châ t co kha năng loại_bỏ dầu thừa cân bă ng â m hỗ_trợ bề_mặt da tươi_sáng mềm mịn sữa rửa mặt skin cleanser có kết_cấu dạng kem màu trắng không gây bết dính hay nhờn sau khi sử_dụng đặc_biệt nó giúp điều_chỉnh độ_ẩm làm sạch da một_cách nhẹ_nhàng sâu trong lỗ chân_lông về thành_phần thành_phần chính sed oil aloe stearic acid cetearyl alcohol thành_phần khác water aqua sodium cocoyl sodium stearic acid glycerin glycol anus sed oil cetearyl alcohol aloe leaf extract sodium chloride sodium ph xanthan gum caprylyl glycol hexylene glycol disodium edta sản_phẩm có tác_dụng gì với da sư a rư a mă t da nh cho da dâ u skin cleanser chứa thành_phần sodium cocoyl và sodium đây đều là những thành_phần làm sạch dịu nhẹ đảm_bảo tính an_toàn cao bên_cạnh đó nó được tạo ra từ hàng_loạt châ t cấp ẩm bổ_sung và khôi_phục lớp màng ẩm tư_nhiên trên da hữu_hiệu công_thức đặc_biệt của skin cleanser không chỉ giúp làm sạch da một_cách nhẹ_nhàng mà_còn hạn_chế sự tiết dầu quá mức hỗ_trợ làn da đạt trạng_thái lý_tưởng để hấp_thu dưỡng chất ở những bước chăm_sóc da sau đó loại da phù_hợp skin cleanser phù_hợp cho làn da thường đến da dầu da hỗn_hợp đặc_biệt nó là sự lựa_chọn tối_ưu cho những ai có da dễ bị mụn do tiết quá nhiều dầu thừa da tắc_nghẽn lỗ chân_lông hướng_dẫn bảo_quản đậy nắp kín sau khi sử_dụng bảo_quản nơi thoáng mát dưới 20 độ c tránh ánh_sáng trực_tiếp hướng_dẫn sử_dụng làm ướt mặt và thoa một lượng kem vừa đủ lên_da masage nhẹ_nhàng nếu gương_mặt có lớp makeup dày hãy đảm_bảo tẩy_trang kỹ với gentle touch makeup remover trước khi rửa mặt_bằng skin hạn sử_dụng in trên thân chai tháng 1 2023 xem trên bao_bì,24,tp. hồ chí minh,2706919_1347323570.jpg
5.0,149,1750000.0,"['Chai Hãng 50ML', 'Chai Hãng 150ML', 'Chai Hãng 250ML']",1562,477,[Srm Lait Vip O2] Sữa Rửa Mặt Tái Tạo Và Thanh Lọc Làn Da BR Lait Vip O2 Biologique Recherche,no_brand,22.0,no_origin,no_type,no_skin,32,0,0,0,0,9,9,32,sữa rửa mặt tái_tạo và thanh_lọc làn da white_square_button phù_hợp cho mọi loại da kể_cả da nhạy_cảm và những làn da thiếu sức_sống hay mệt_mỏi đặc_biệt được khuyên dùng cho các làn da của các cô gái sống ở các đô_thị những người làm_việc nhiều ở khí_hậu khắc_nghiệt và ô_nhiễm black_square_button với hỗn_hợp acid_béo và acid_amin tạo ra một hợp_chất có tác_dụng chống lão_hóa ưu_việt với công_dụng hứa_hẹn có_thể thúc_đẩy việc tăng_sinh colagen khắc_phục một_số vấn_đề về da như nếp nhăn chảy xệ v v tất_cả những dấu_hiệu về lão hóa mà da chúng_ta sắp hay đã đối_diện black_square_button điều thứ hai mà da lão_hóa_thường gặp phải là khô da bị khô bề_mặt lâu ngày khi lượng colagen giảm dần sẽ hình_thành nếp nhăn điều đó đương_nhiên song_song với việc dùng các sản_phẩm đặc_trị chống lão hóa bạn phải dưỡng ẩm thật tốt cho da nữa br đặc_biệt lưu_ý đến vấn_đề này khi phối_hợp trong thành_phần 3 loại dưỡng ẩm làm dịu tái cân_bằng lớp biểu_bì và làm mềm da cực tốt mà_còn nổi_tiếng trong vấn_đề chống lão_hóa là squalane oil vitamin b3 và vitamin e không chỉ dưỡng ẩm cho da khi kết_hợp cùng lactic acid sẽ làm sáng và đồng_đều màu_da nếu sử_dụng một thời_gian đủ dài black_square_button có_lẽ bạn sẽ tự hỏi tại_sao một loại sữa tẩy_trang lại đắt đến như vậy đúng không nào câu trả_lời nằm ở hoạt_chất độc_quyền br complex là một loại hợp_chất chống oxy_hóa chuyên_biệt của hãng hứa_hẹn sẽ tái_tạo lại cấu_trúc lớp thượng_bì đây chính là hoạt_chất lý_tưởng khuyến_khích cho trường_hợp bị mất cân_bằng da thường gây ra bởi sự lão_hóa và nhất_là phụ_nữ mãn_kinh khi skincare đủ lâu bạn không chỉ quan_tâm đến tác_hại của tia uv gây áp_lực khiến làn da bạn ngày_càng lão hóa những trường_hợp sống ở đô_thị quá lâu họ sẽ quan_tâm nhiều về vấn_đề bụi bẩn ô_nhiễm đang xảy ra ngày_càng trầm_trọng như hiện_nay và hoạt_chất độc_quyền này đến từ nhà br sẽ giải_quyết vấn_đề đau_đầu ấy cho các nàng nhé black_square_button điều băn_khoăn khi chúng_ta nhìn vô bảng thành_phần chắc có_lẽ là alcohol denat nhỉ nhưng bạn hãy yên_tâm nồng_độ chất này rất rất ít chỉ tối_đa 1 thôi nên không cần quá lo_lắng đâu nhé cảm_quan khi mình sử_dụng không hề thấy các hiện_tượng xấu do cồn khô mang lại như căng đỏ rát đâu hihi thật_sự nếu không nhìn vô bảng thành_phần mình không cảm_nhận sự tồn_tại của chất này trong sản_phẩm đâu grinning_face radio_button cảm_nhận trên da khi mình dùng xong làn da như cảm_thấy nhẹ hơn mềm mịn như da em bé một phần vì loại_bỏ được lớp make up lớp kem chống nắng và bụi bẩn cả một ngày dài một phần là da được nâng_niu bởi lait vip o2 đó br br br vip_o2,no_expiry,tp. hồ chí minh,32022692_5544195491.jpg
5.0,20,133000.0,one_variation,1563,953,Sữa Rửa Mặt Dạng Thạch Nhẹ Dịu Geek&Gorgeous Jelly Joker 50ML,GEEK & GORGEOUS,45.0,Hungary,dạng sánh,"Mọi loại da, Da hỗn hợp, Khô, Bình thường, Nhạy cảm",7,0,0,0,0,4,4,7,sữa rửa mặt dạng thạch jely joker giúp làm sạch sâu mà không gây khô hoặc tổn_thương hàng_rào bảo_vệ da các chất hoạt_động bề_mặt nhẹ_nhàng và hiệu_quả giúp lấy đi bụi bẩn lớp trang_điểm và không làm cay_mắt với độ_ph thân_thiện cho da 5 5 4 jely joker dành cho những ai thích loại sữa rửa mặt lành_tính nhẹ dịu kết_cấu dạng thạch và không tạo bọt đã dày công nghiên_cứu 1 loại sữa rửa mặt mà phù_hợp cho mọi loại da kể_cả da nhạy_cảm dễ mẩn đỏ hoặc da gặp các vấn_đề da_liễu nấm lang_ben thành_phần chính peg 6 caprylic capric 184 là một chất hoạt_động bề_mặt để làm sạch nhưng vô_cùng nhẹ_nhàng và hiệu_quả thường có trong các loại micelar water và an_toàn cho da xylitol bộ_ba chất giữ ẩm có nguồn_gốc từ đường giúp tăng khả_năng giữ nước của da và củng_cố hàng_rào bảo_vệ da mang đến làn da ẩm mịn sau khi sử_dụng alantoin bộ đôi thành_phần làm dịu giúp sản_phẩm êm_ái cho làn da nhạy_cảm ưu_điểm công_thức dạng thạch không tạo bọt làm sạch nhẹ_nhàng và giữ ẩm cho da thêm mịn_màng bảng thành_phần 10 an_toàn không hương_liệu nhân_tạo gluten và esential oil thuần chay không thí_nghiệm trên động_vật an_toàn cho da đang gặp các vấn_đề da_liễu viêm nang_lông an_toàn cho phụ_nữ có thai cách sử_dụng làm ướt mặt cho lượng vừa đủ sữa rửa mặt vào lòng bàn_tay rồi masage nhẹ_nhàng khắp_mặt rửa sạch lại bằng nước ấm hướng_dẫn bảo_quản bảo_quản nơi khô_ráo thoáng mát và tránh ánh_sáng trực_tiếp chiếu vào sản_phẩm bảng thành_phần water peg 6 methyl 184 taurate amonium xylitol citric acid xuất_xứ thương_hiệu khẩu và phân_phối bởi công_ty tnh mỹ_phẩm việt nam chỉ sử_dụng sản_phẩm có nhãn phụ tiếng việt và tem chống hàng giả có in logo của sử_dụng 24 hết hạn sử_dụng sau khi mở nắp 12 tháng,24,hà nội,375961543_15480755847.jpg
4.9,693,340000.0,"['Gel mousse', 'Cream da khô', 'Cream + removeMakeup', 'SA da mất nước', 'Blemish dầu mụn']",1564,119,Sữa rửa mặt CRV Pháp các loại,no_brand,695.0,no_origin,no_type,no_skin,171,5,2,0,0,95,81,178,bao_bì có_thể thay_đổi theo năm lô sử_dụng xong các bạn nên khóa vòi để tránh srm bị oxi hóa nhé xoay đầu vòi theo hướng mũi tên close bản pháp không có paraben khác bản mỹ về mùi và tỷ_lệ thành_phần bạn nhé hàng năm hãng sẽ đều đổi bao_bì và thành_phần nền nên màu mùi sản_phẩm sẽ khác theo lô năm check_mark mình có sẵn 5 loại sữa rửa mặt foaming facial cleanser phù_hợp với các bạn da thường da hỗn_hợp da dầu mụn nhạy_cảm sữa rửa mặt cleanser phù_hợp với các bạn da_khô da thường da hỗn_hợp da nhạy_cảm da yếu mụn sữa rửa mặt sa cho da_khô sần da_khô nhạy_cảm sữa rửa mặt remove make up dòng cải_tiến của loại cream sạch sâu hơn phù_hợp với các bạn da_khô da thường da hỗn_hợp da nhạy_cảm da yếu mụn blemish control face cleanser với 2 acid cho làn da có mụn da mụn viêm check_mark sữa rửa mặt crv luôn là sữa rửa mặt được khuyên dùng hàng ngày vì độ dịu nhẹ cũng như khả_năng làm sạch da lý_tưởng với ph ở mức tốt 5 5 em ý nhẹ_nhàng lấy đi bụi bẩn tàn_dư của lớp make up mà không làm tổn_hại đến lớp màng ẩm của da_da sạch nhưng vẫn mềm mịn không hề có cảm_giác căng rát như khi sử_dụng các loại sữa rửa mặt có độ_ph cao,no_expiry,hà nội,360913_18342384701.jpg
5.0,144,132000.0,"['125ML', '500ML']",1565,620,SỮA RỬA MẶT CETAPHIL ( CTY) - Gentle Skin Cleanser,Cetaphil,17.0,no_origin,dạng sánh,"Mọi loại da, Khô, Nhạy cảm",53,0,0,0,0,10,7,53,sữa rửa mặt cetaphil gentle skin cleanser với các thành_phần dưỡng ẩm từ các loại cồn béo như glycol cetyl alcohol stearyl alcohol có tác_dụng hút ẩm và giữ ẩm hiệu_quả cho da bổ_sung các dưỡng chất giúp nuôi_dưỡng và phục_hồi tế_bào da hư tổn với công_thức đặc_biệt để loại_bỏ chất nhờn trên mặt tẩy sạch bụi bẩn mà không làm cho da bạn bị khô ráp ngoài_ra sản_phẩm còn giúp làm khô nhân mụn làm liền sẹo làm mờ thâm đặc_biệt sản_phẩm có_thể dùng cho tất_cả các loại da_da thường da hỗn_hợp và da_dầu cả da mặt tay và chân không chứa kiềm không tạo nhân trứng_cá và không chứa hương_liệu mà_còn vừa dưỡng da vừa làm mềm và xoa_dịu da giúp làn da giữ lại độ_ẩm cần_thiết kết_cấu dạng lỏng loãng màu trắng_đục không mùi nên rất dễ sử_dụng __shop hà sisi small_orange_diamond chuyên_mỹ_phẩm nước_hoa ngoại_nhập chính hãng small_orange_diamond chuyên phân_phối nhập_khẩu những thương_hiệu lớn uy_tín trên toàn thế_giới small_orange_diamond giá tốt nhất hệ mặt_trời small_orange_diamond kinh_nghiệm 30 năm ngành mỹ_phẩm ngoại_nhập cho chúng_tôi đặc_quyền hiểu về nhu_cầu của bạn small_orange_diamond nói không với hàng cận date small_orange_diamond nói không với hàng fake liên_hệ trực_tiếp tại cn2 19 hoàng sa p 5 q tân_bình tphcm đt 028 39 05 9 hoặc,no_expiry,tp. hồ chí minh,68860434_2438616493.jpg
5.0,13,22000.0,one_variation,1566,10,Sữa Rửa Mặt Đông Y Gia Truyền,no_brand,486.0,no_origin,tẩy tế bào chết,no_skin,1,0,0,0,0,1,0,1,đ không làm ce phải thất_vọng hiện nhà yến đã cập_nhật luôn bản mới ra_mắt cải_tiến vỏ của công_ty nicos rồi nha giờ là khách cần loại nào có đủ loại ấy ship tận nơi nhanh gọn lẹ nè srm đông_y_gia_truyền thì khỏi phải nói về độ hiệu_quả của nó rồi giúp kìm dầu_nhờn se khít lỗ chân_lông làm sạch sâu cấp ẩm căng bóng làn da dưỡng trắng ngăn_ngừa mụn li_ti vừa là sữa rửa mặt vừa là tẩy tế_bào chết vừa có_thể đắp mặt_nạ được luôn,no_expiry,tp. hồ chí minh,492888606_17083139450.jpg
5.0,942,69000.0,"['Fullsize 200ml cam', 'Mẫu thử 30ml cam', 'Mẫu thử 50ml cam', 'Mẫu thử 100ml cam', 'Full 200ml hồng', 'Mẫu thử 30ml hồng', 'Mẫu thử 50ml hồng', 'Mẫu thử 100ml hồng']",1567,357,"Sữa rửa mặt Compliment NO PROBLEM chứa Salicylic Acid, Tea Tree - 200ML",no_brand,260.0,no_origin,no_type,no_skin,374,7,1,0,0,244,234,382,gel rửa mặt no problem cho da nhờn mụn tiếp_tục thêm sản_phẩm chiều_khách mà mang về cảm_nhận sơ_sơ của shop là cực ghét cái nắp của nó chai thì 20 ml to nặng mà cái ống nắp nó to mỗi lần lấy gel ra là như kiểu muốn chực trào cả lọ ấy chị_em ạ dùng phải khéo khéo không mỗi lần dùng nó ra ồ_ạt thì chắc nửa tháng là hết vèo còn nữa là cái này không có silk thép bảo_vệ nhà sx không thiết_kế shop báo trước cho khách nào mới dùng kẻo lại bảo_shop bóc mất hoặc abc gì đấy thì shop lại não_lòng còn về trải_nghiệm trên da thì chắc là cũng ok nên mới nhiều chị_em yêu_cầu đến thế nói_chung là shop cũng không thích thần_thánh_hóa sản_phẩm chị_em tự trải_nghiệm vì sản_phẩm lên_da mỗi người sẽ có những tác_động khác nhau không ai giống ai shop ghi lại mô_tả của hãng ở dưới cho khách_quan nhé ạ à bạn này là của nhà timex nhà tẩy lông velvet với b5 mà nhiều người chuộng ấy ạ nói_chung là cũng uy_tín đàn_anh đàn chị lắm gel rửa mặt với tinh dầu_tràm trà tea tre oil dùng được cho da nhạy_cảm cam công_thức tự_nhiên dịu nhẹ được làm_giàu với các thành_phần hoạt_tính có giá_trị bao_gồm dầu cây trà cho_phép làm sạch sâu và chăm_sóc chất_lượng cho làn da có vấn_đề sản_phẩm thu_hẹp lỗ chân_lông tốt từ đó ngăn_ngừa vi khẩn xâm_nhập và sự xuất_hiện của mụn ẩn mụn cám và mụn đầu_đen ngoài_ra ngăn_ngừa sự xuất_hiện của bóng nhờn trên khuôn_mặt suốt cả ngày gel rửa mặt acid tác_dụng lên_da mặt theo ba hướng cùng một lúc hồng loại_bỏ các tạp_chất từ lỗ chân_lông do_đó ngăn_ngừa sự hình_thành mụn ẩn mụn cám và mụn đầu_đen tiêu dệt vi khẩn gây vêm nhễm cung_cấp sự bảo_vệ mỏng_manh ngăn_ngừa sự không hoàn_hảo xảy ra chăm_sóc da mặt tốt trong quá_trình rửa mặt loại_bỏ bóng nhờn hiệu_quả giúp da mịn_màng sản_phẩm không chứa cồn khô khối_lượng 20 ml thương_hiệu timex nga,no_expiry,hà nội,20895938_8368072583.jpg
5.0,31,55000.0,one_variation,1568,954,Sữa Rửa Mặt Hatomugi Naturie Hạt Ý Dĩ Nhật Bản 130g,HATOMUGI,168.0,no_origin,no_type,no_skin,15,0,0,0,0,9,9,15,sản_phẩm có 2 kích_thước 130 g và 170 g thành_phần và công_dụng check_mark sữa rửa mặt hatomugi với thành_phần 10 thiên_nhiên kết_hợp nhiều nguyên_liệu dưỡng da như yến_mạch đào ngọc_trai vitamin e b1 b12 check_mark làm trắng sáng da vượt_trội hạt ý_dĩ sẽ giúp thải độc_tố da làm săn chắc và chống lão_hóa_da check_mark khoáng_chất trong sữa thẩm_thấu sâu dưới lớp hạ_bì dưỡng ẩm cho da hiệu_quả check_mark vitamin b trong hạt ý_dĩ kiểm_soát lượng dầu chống_viêm da phòng_chống cháy nắng cải_thiện làn da_khô check_mark phù_hợp với mọi lứa tuổi hướng_dẫn sử_dụng rửa mặt 2 lần vào buổi sáng và tối lấy một lượng kem vừa đủ tạo bọt và thoa lên_da mặt đã làm ướt masage nhẹ_nhàng theo chuyển_động vòng_tròn rửa lại mặt_bằng nước_sạch y_di,no_expiry,thái bình,351987781_7772750102.jpg
5.0,897,104999.0,one_variation,1569,955,[Chính Hãng] sữa rửa mặt nhân sâm 36 vị,no_brand,129.0,no_origin,no_type,no_skin,297,0,0,1,2,128,100,300,sweat_droplets bật_mí quyền_năng nâng_niu làn da của mật nhân_sâm sữa rửa mặt mật nhân_sâm của mea xứng_đáng là dòng sữa rửa mặt thần_thánh cho mọi loại da seedling các công_dụng tuyệt_vời khi sử_dụng với da 𝐠𝐢𝐮_𝐩_𝐬𝐚_𝐧𝐠_𝐝𝐚_𝐯𝐚_𝐥𝐚_𝐦_𝐜𝐡𝐚_𝐦_𝐥𝐚_𝐨_𝐡𝐨_𝐚_𝐝𝐚_𝐭𝐞_𝐛𝐚_𝐨_𝐝𝐚_𝐛𝐢_𝐭𝐨_𝐧_𝐭𝐡𝐮_𝐨_𝐧𝐠 nhờ vào các thành_phần tự_nhiên lá trà_lá ổi nọc ong nhân_sâm và các vitamin khác black_small_square hiệu_quả nhanh_chóng thấy rõ sự khác_biệt của da sau khoảng 1 tuần sử_dụng da sáng và khỏe hơn nhiều black_small_square cảm_nhận sự dịu nhẹ trong mỗi lần rửa mặt black_small_square dễ_chịu và thư_thái cho làn da tận_hưởng phút_giây relax thật_sự khi sử_dụng 36 vi,no_expiry,đắk lắk,284051085_4382674315.mp4
5.0,99,26000.0,"['Nghệ Vitamin', 'Kiểm Soát Nhờn', 'Ngăn Ngừa Mụn', 'Dưỡng Trắng 25g x 4T', 'Bùn Non 25 x 4 Típ']",1570,99,Sữa Rửa Mặt Acnes 100g,Acnes,89.0,Việt Nam,dạng gel,"Da mụn trứng cá, Mọi loại da",34,1,0,0,0,5,4,35,gel rửa mặt kiểm_soát nhờn acnes oil control cleanser thương_hiệu acnes xuất_xứ việt nam gel rửa mặt kiểm_soát nhờn acnes acnes oil control cleanser với cấu_trúc nước tạo bọt cực nhẹ giúp tẩy sạch các lớp trang_điểm các chất nhờn dư_thừa trong lỗ chân_lông các lớp bụi bẩn hàng ngày cho làn da mềm_mại sạch láng và tươi_mát nuôi_dưỡng làn da chất nhờn bài_tiết nhiều khiến làn da bóng dầu tăng hấp_phụ bụi bẩn gây tắc_nghẽn lỗ chân_lông dễ dẫn đến hình_thành mụn và lỗ chân_lông to gel rửa mặt kiểm_soát dầu có chứa các hạt dưỡng chất vitamin giúp tái_tạo da bằng cách làm sạch các tế_bào sừng trên da cũng như làm sạch sâu trong lỗ chân_lông để ngăn_ngừa ô_nhiễm vi_khuẩn tấn_công lên da đồng_thời gel rửa mặt giúp kiểm_soát dầu trên da hữu_hiệu và giúp thu nhỏ lỗ chân_lông một_cách hiệu_quả kiểm_soát nhờn trong thời_gian dài gel rửa mặt giúp lấy sạch những bả nhờn trên da và nhưng vẫn duy_trì độ_ẩm cần_thiết cho làn da mang lại hiệu_quả kiểm_soát nhờn kéo_dài hướng_dẫn sử_dụng làm ướt mặt cho một lượng gel rửa mặt vừa đủ vào lòng bàn_tay tạo bọt và thoa nhẹ_nhàng lên_da mặt rửa sạch lại với nước dùng vài lần trong ngày,no_expiry,tp. hồ chí minh,198891602_10956411080.jpg
4.8,46,60000.0,one_variation,1571,956,Kem rửa mặt dưỡng ẩm - Hada Labo Advanced Nourish Hyaluronic Acid Cleanser,Hada Labo,2.0,Việt Nam,dạng kem,Mọi loại da,16,0,0,0,1,14,14,17,đặc_tính kem rửa mặt dưỡng ẩm chứa thành_phần làm sạch gốc tự_nhiên giúp làm sạch sâu dịu nhẹ dưỡng da ẩm_mịn phù_hợp cho mọi loại da công_dụng làm sạch sâu bụi bẩn bã_nhờn tế_bào chết trên da giảm tình_trạng mất nước cung_cấp_độ_ẩm tối_ưu ngay cả khi đang rửa mặt đã kiểm_nghiệm dịu nhẹ an_toàn cho da thành acid lên_men tự_nhiên ha hệ dưỡng ẩm sâu ha đặc_trưng ha super ha nano ha cách dùng bước_1 làm ướt mặt lấy một lượng kem vừa đủ vào lòng bàn_tay bước 2 tạo bọt và thoa đều khắp_mặt bước 3 rửa sạch với nước dùng hàng ngày sáng và tối,36,đắk lắk,193183487_10480129449.jpg
4.9,69,35000.0,one_variation,1572,104,[Mini]  - Sữa Rửa Mặt Laneige Cleansing Multi Deep-Clean Cleanser 30ml,Laneige,187.0,no_origin,no_type,no_skin,18,0,1,0,0,10,10,19,chiết_xuất từ quả việt quất khả_năng chống oxy_hóa_vượt_trội của quả việt quất duy_trì làn da khỏe_mạnh và mềm mịn enzyme đu_đủ được chiết_xuất từ quả đu_đủ loại_bỏ các tế_bào chết bụi bẩn và bã_nhờn trong các lỗ chân_lông bằng cách làm giảm protein được trộn_lẫn với bã_nhờn và axit béo đặc_tính thành_phần làm sạch tự_nhiên làm sạch bụi bẩn một_cách hoàn_hảo từ trang_điểm dày cho đến bụi siêu mịn bọt mịn làm sạch bên trong các lỗ chân_lông cách sử_dụng 1 lấy một lượng bằng đồng xu tạo bọt bằng tay với nước ấm 2 masage nhẹ_nhàng lên mặt và rửa sạch lại bằng nước ấm sử_dụng hàng ngày,no_expiry,hà nội,17037958_9757868098.jpg
5.0,101,139000.0,one_variation,1573,663,Sữa Rửa Mặt PHA 5.5 pH Balancing Cleansing Foam 150ml,no_brand,2.0,Hàn Quốc,sữa,"Da mụn trứng cá, Mọi loại da, Bình thường, Dầu",33,1,0,0,0,12,11,34,𝐒𝐮 𝐚_𝐑𝐮_𝐚_𝐌𝐚_𝐭_𝐂𝐚_𝐧_𝐁𝐚_𝐧𝐠_𝐃𝐚_𝐏𝐇𝐀_𝟓_𝟓_𝐩𝐇_𝐅𝐨𝐚𝐦_𝟏𝟓𝟎_𝐦𝐥_𝐃𝐮𝐧𝐠_𝐭𝐢_𝐜𝐡 150 ml đa y la_sa n pha m đa t chua n thua n chay vegan ha u he t my pha m vegan su du ng ra t nhie u tha nh pha n tu nhie n tuy nhie n kho ng pha i ha ng my pha m thie n nhie n hay my pha m hu u co na o cu ng la thua n chay ne u ba n muo n ti m mo t ha ng my pha m thua n chay ba n co the ti m nhu ng nha n ha ng co chu ng nha n vegan cu a vegan society hay na m trong danh sa ch cu a peta 𝐔_𝐮 đ𝐢𝐞 𝐦_𝐧𝐨_𝐢_𝐛𝐚_𝐭 su a ru a ma t co đo ph 5 5 đu o c đa nh gia o mu c low harzard theo ba ng đa nh gia cu a ewg mo t trong nhu ng mu c to t nha t cho ca c sa n pha m cha m so c da an toa n to i đa cho da ba o ve da luo n kho e ma nh va an toa n cho ca la n da nha y ca m đo ph chua n 5 5 ly tu o ng cho la n da kho e ma nh co kha na ng ca n ba ng đo ph tre n da ta o mo t lo p ma ng du o ng a m duy tri đo a m khie n da luo n a m mi n giu đu o c đo đa n ho i ma kho ng ca m tha y da ma t bi kho ca ng sau mo i la n su du ng du o ng a m cho da nho đa c ti nh ta o ma ng ha p thu nu o c tu o ng tu nhu mo t nmfs cu a da giu p mang la i mo t la n da sa ng bo ng mi n ma ng sa n pha m kho ng chi co kha na ng la m sa ch ma co n giu p nga n ngu a mu n ho tro gia m mu n 𝐃𝐚_𝐧𝐡_𝐜𝐡𝐨_𝐝𝐚 ta t ca mo i loa i da_da ki ch u ng da bi ma n đo da mu n ho ho p thie n da u da_da u va tha m chi la da nha y ca m 𝐇𝐮 𝐨_𝐧𝐠_𝐝𝐚_𝐧_𝐬𝐮_𝐝𝐮_𝐧𝐠_ta y_trang lo p trang đie m la m u o t ma t ru a tay sa ch cho sp ra_tay ta o bo t va cho le n da ma t masage nhe va ru a la i vo i nu o c sa ch pha5 5 pha5 5 srmpha srm5,no_expiry,hà nội,172499869_9468550782.jpg
4.5,23,54000.0,one_variation,1574,957,Sale 38% Sữa rửa mặt tẩy tế bào chết St.Ives,St. Ives,27.0,no_origin,no_type,no_skin,7,0,0,0,1,2,1,8,sữa rửa mặt tẩy tế_bào chết st ives chứa_đựng toàn_bộ những công_dụng của phương_pháp tẩy tế_bào chết cụ_thể sữa rửa mặt tẩy tế_bào chết st ives có những công_dụng sau giúp ngăn_ngừa mụn đặc_biệt mụn đầu_đen mụn li_ti giúp thu nhỏ lỗ chân_lông ngăn_ngừa da xỉn màu thô ráp đẩy_lùi dấu_hiệu lão hóa_da do tác_nhân bên ngoài loại_bỏ lớp da thừa giúp da dễ hấp_thụ sản_phẩm mỹ_phẩm kết_hợp rửa mặt và tẩy tế_bào chết vào cùng một sản_phẩm,no_expiry,tp. hồ chí minh,68991511_6843017415.jpg
4.6,72,7500.0,one_variation,1575,5,Sữa rửa mặt giảm mụn hỗ trợ làm sạch da Beotua Purify Skin Anti Acne Cleanser – COCHI525,no_brand,0.0,no_origin,no_type,no_skin,15,0,1,0,1,7,6,17,sữa rửa mặt giảm mụn hỗ_trợ làm sạch da beotua purify skin anti acne cleanser chất sữa rửa mặt mịn dễ_dàng tạo bọt hỗ_trợ làm sạch sâu cho da làm sạch bụi bẩn dầu thừa trên da hỗ_trợ giảm mụn hỗ_trợ cân_bằng dầu trên da cải_thiện tình_trạng da mụn trọng_lượng 10 g hsd xem trên bao_bì bảo_quản nơi thoáng mát tránh ánh nắng mặt_trời với mọi loại mỹ_phẩm nếu da nhạy_cảm nên thử 1 lượng nhỏ lên vùng ra sau tai hoặc lên cổ_tay trước khi sử_dụng để tránh kích ứng da,no_expiry,tp. hồ chí minh,102812033_8270027733.jpg
